Sample Weight (mg):	2
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
108.000	103.075	80.001	20.008	100.430	20.041	20.843	0.426
108.500	103.298	80.001	20.008	100.438	20.041	20.845	0.398
109.000	103.516	79.999	20.009	100.442	20.045	20.295	0.413
109.500	103.687	80.001	20.010	100.443	20.040	21.001	0.415
110.000	103.971	80.000	20.009	100.444	20.043	20.653	0.423
110.500	104.146	80.001	20.009	100.446	20.045	20.284	0.457
111.000	104.418	80.000	20.009	100.448	20.045	20.286	0.452
111.500	104.636	80.002	20.009	100.454	20.043	20.621	0.469
112.000	104.863	80.000	20.009	100.455	20.042	20.708	0.468
112.500	105.067	79.999	20.009	100.450	20.042	20.688	0.438
113.001	105.317	80.000	20.009	100.442	20.044	20.500	0.443
113.501	105.533	80.000	20.009	100.435	20.045	20.264	0.460
114.001	105.755	80.001	20.008	100.435	20.044	20.425	0.452
114.501	105.964	79.999	20.009	100.440	20.046	20.110	0.434
115.000	106.246	80.001	20.009	100.447	20.046	20.130	0.461
115.500	106.465	80.000	20.009	100.451	20.044	20.483	0.496
116.000	106.675	79.999	20.009	100.447	20.045	20.335	0.465
116.500	106.904	80.000	20.009	100.441	20.043	20.544	0.434
117.000	107.116	80.000	20.009	100.439	20.043	20.600	0.441
117.500	107.380	80.001	20.009	100.438	20.040	20.995	0.459
118.000	107.643	79.998	20.009	100.442	20.043	20.522	0.501
118.500	107.827	80.002	20.009	100.449	20.044	20.465	0.487
119.000	108.058	80.001	20.009	100.446	20.045	20.197	0.431
119.500	108.330	80.001	20.009	100.439	20.045	20.201	0.459
120.000	108.602	80.001	20.009	100.431	20.045	20.312	0.523
120.500	108.814	80.000	20.009	100.424	20.046	20.091	0.514
121.000	109.060	80.000	20.008	100.422	20.045	20.216	0.471
121.500	109.352	80.001	20.009	100.429	20.044	20.410	0.498
122.000	109.581	80.001	20.009	100.432	20.045	20.205	0.530
122.501	109.813	80.000	20.009	100.433	20.046	20.062	0.491
123.001	110.069	80.002	20.009	100.431	20.047	20.020	0.474
123.501	110.361	80.001	20.009	100.424	20.049	19.604	0.518
124.001	110.616	80.001	20.009	100.418	20.047	19.928	0.548
124.500	110.834	79.999	20.009	100.420	20.046	20.096	0.510
125.000	111.113	80.001	20.009	100.425	20.047	19.954	0.484
125.500	111.328	80.001	20.009	100.426	20.047	19.924	0.496
126.001	111.630	80.001	20.009	100.427	20.047	20.037	0.506
126.501	111.915	80.001	20.009	100.425	20.047	19.953	0.552
127.000	112.216	80.001	20.009	100.419	20.049	19.583	0.586
127.501	112.448	80.001	20.009	100.413	20.046	20.126	0.560
128.000	112.738	80.000	20.009	100.416	20.046	20.175	0.528
128.500	112.980	79.999	20.009	100.425	20.045	20.228	0.527
129.000	113.275	80.000	20.009	100.429	20.047	19.955	0.534
129.500	113.501	80.001	20.009	100.431	20.045	20.216	0.529
130.000	113.762	80.000	20.009	100.429	20.045	20.223	0.504
130.500	114.106	80.000	20.009	100.418	20.047	20.021	0.546
131.001	114.333	80.001	20.009	100.407	20.047	20.021	0.588
131.500	114.622	80.001	20.009	100.403	20.049	19.632	0.544
132.000	114.924	80.001	20.009	100.404	20.047	19.915	0.554
132.500	115.159	80.000	20.009	100.408	20.047	19.991	0.564
133.000	115.411	80.001	20.009	100.415	20.046	20.037	0.512
133.501	115.735	80.001	20.009	100.418	20.049	19.628	0.531
134.000	115.972	80.000	20.009	100.414	20.050	19.530	0.568
134.500	116.287	80.000	20.009	100.410	20.046	20.094	0.556
135.000	116.477	80.001	20.009	100.409	20.049	19.576	0.529
135.500	116.842	80.001	20.009	100.408	20.048	19.813	0.530
136.000	117.076	79.999	20.009	100.410	20.048	19.739	0.577
136.500	117.367	80.001	20.009	100.415	20.049	19.573	0.562
137.000	117.639	80.001	20.009	100.417	20.052	19.240	0.544
137.500	117.921	80.000	20.009	100.413	20.050	19.440	0.559
138.000	118.212	80.000	20.009	100.412	20.051	19.330	0.564
138.500	118.496	80.001	20.009	100.412	20.053	18.999	0.574
139.000	118.799	80.001	20.009	100.414	20.051	19.405	0.581
139.500	119.060	80.001	20.009	100.422	20.051	19.281	0.575
140.000	119.371	80.000	20.008	100.428	20.052	19.110	0.568
140.500	119.642	80.001	20.009	100.429	20.050	19.477	0.577
141.000	119.909	80.000	20.009	100.428	20.052	19.146	0.560
141.500	120.212	80.001	20.009	100.425	20.050	19.411	0.554
142.000	120.469	80.000	20.009	100.417	20.051	19.282	0.565
142.500	120.763	80.000	20.009	100.417	20.051	19.308	0.556
143.000	121.047	80.001	20.009	100.417	20.051	19.305	0.565
143.500	121.309	80.001	20.009	100.419	20.051	19.341	0.562
144.000	121.603	80.001	20.009	100.416	20.053	19.057	0.551
144.500	121.910	80.000	20.009	100.409	20.050	19.494	0.579
145.000	122.192	79.999	20.009	100.400	20.050	19.520	0.596
